Q20051142,Q81753
Q30772742,Q32053505
Q31345819,Q32253455
Q607733,Q20314
Q31289448,Q1468
Q1011575,Q500147
Q31305739,Q1197
Q160899,Q163966
Q30663894,Q10903
Q32057784,Q566732
Q15058234,Q10408
Q32195910,Q6837
Q31302285,Q516517
Q32753388,Q10445
Q30755588,Q559802
Q2164404,Q11050
Q1538189,Q258017
Q1742470,Q2865
Q22692710,Q32092389
Q907346,Q6111
Q18411952,Q253498
Q31352523,Q10420
Q30680217,Q529164
Q32013412,Q1206
Q665797,Q32751484
Q30698283,Q5274
Q31559917,Q641482
Q871954,Q1199
Q33507436,Q673775
Q856796,Q146373
Q1585120,Q14953
Q1700174,Q574429
Q31291901,Q33725082
Q33223881,Q16147
Q815449,Q1198
Q31309790,Q10458
Q32014691,Q1206
Q49284936,Q638438
Q34921399,Q980
Q1908375,Q622560
Q30503720,Q558638
Q31311924,Q703001
Q1244145,Q281313
Q24390299,Q243474
Q1358807,Q1196
Q32261843,Q561291
Q31332525,Q566637
Q18630064,Q1826180
Q30679941,Q10423
Q35460111,Q1197
Q1118716,Q33729223
Q668201,Q537885
Q1643186,Q504022
Q1413468,Q11145
Q31519267,Q81504
Q32012147,Q1206
Q1027189,Q1130
Q629218,Q1200
Q1398505,Q1022
Q18625450,Q502741
Q889196,Q11038
Q32721997,Q1202
Q30729551,Q10482
Q1430410,Q1206
Q31299170,Q32752702
Q31542869,Q503213
Q35268641,Q985
Q153683,Q40
Q27995518,Q1198
Q2109396,Q213
Q49282527,Q16043
Q31322616,Q32093304
Q49291849,Q818700
Q818700,Q2970
Q1562827,Q53907
Q2232966,Q32752388
Q31294328,Q557746
Q60297294,Q50877
Q30619567,Q32183911
Q33387196,Q1198
Q31878035,Q551984
Q21057258,Q10427
Q33414122,Q1200
Q808004,Q31994372
Q31994372,Q5948
Q33129825,Q1197
Q198736,Q1196
Q31298621,Q32744154
Q16102,Q32066708
Q31305686,Q8562
Q71002,Q6328
Q48553383,Q33730295
Q32018091,Q508274
Q32063936,Q985
Q30665664,Q7866
Q31302500,Q10528
Q31316676,Q5628
Q33406294,Q1197
Q1817618,Q32278129
Q32737764,Q1202
Q1331722,Q568927
Q32751325,Q638318
Q43054378,Q634760
Q997038,Q3893
Q1782713,Q1194
Q2532297,Q31920486
Q683133,Q1206
Q17496288,Q552390
Q31558260,Q10522
Q15854903,Q5897
Q49290515,Q686740
Q31294557,Q573945
Q30796673,Q634167
Q31334793,Q8593
Q2640143,Q632407
Q62232,Q7887
Q62017,Q8198
Q31307932,Q1208
Q17353705,Q3117
Q289447,Q1194
Q32060404,Q1197
Q32309791,Q985
Q1544606,Q1206
Q965601,Q31920486
Q31354237,Q205860
Q538066,Q10444
Q1625157,Q11038
Q1143414,Q32758857
Q32758857,Q6330
Q30617372,Q53913
Q2556765,Q985
Q2119155,Q7858
Q30664808,Q1205
Q30783779,Q556680
Q31301863,Q31953359
Q32043022,Q551796
Q551796,Q2947
Q2563111,Q7866
Q31306945,Q8557
Q31950749,Q1199
Q33514354,Q8569
Q31308148,Q32034911
Q31313846,Q6087
Q32259023,Q10562
Q31357111,Q624428
Q30757253,Q488314
Q32014192,Q1197
Q31356742,Q32121710
Q30817523,Q525612
Q31986788,Q1208
Q31332809,Q586072
Q49288284,Q10504
Q696101,Q526337
Q29433013,Q81722
Q31304848,Q163012
Q31339863,Q32001070
Q31917481,Q1194
Q30762460,Q10427
Q35454069,Q980
Q163425,Q31917795
Q15109448,Q32194890
Q33397391,Q1196
Q1801917,Q10923
Q705187,Q8572
Q31299234,Q539118
Q31346465,Q8557
Q1738380,Q254649
Q2592267,Q32062217
Q599193,Q231
Q1301536,Q8606
Q1650988,Q1198
Q1124159,Q32265531
Q60029240,Q14835
Q33388444,Q980
Q32068316,Q1198
Q49291476,Q649963
Q400407,Q7021
Q1268059,Q32628008
Q827633,Q985
Q32063868,Q1194
Q9392514,Q8203
Q581951,Q560956
Q30631635,Q158095
Q33323719,Q32595778
Q32595778,Q8208
Q2016571,Q32254777
Q32005054,Q980
Q33379511,Q985
Q1550769,Q254649
Q32039801,Q507945
Q31301203,Q10427
Q32484937,Q980
Q30612782,Q8551
Q32741434,Q1197
Q253393,Q980
Q31320715,Q1202
Q124803,Q32089097
Q551755,Q8593
Q40825030,Q127838
Q14910,Q32730731
Q30678639,Q695422
Q1271641,Q1198
Q460369,Q2917
Q32087902,Q1196
Q1204564,Q32194890
Q55585491,Q11136
Q32049724,Q1194
Q559583,Q1196
Q32220542,Q1205
Q880456,Q985
Q51831570,Q200783
Q17123615,Q504019
Q32056958,Q8608
Q32057749,Q1197
Q301029,Q183
Q677383,Q32233936
Q49288935,Q558829
Q227242,Q1208
Q13188451,Q32063320
Q32236537,Q980
Q32753523,Q1197
Q31335410,Q31913239
Q2464018,Q14929
Q531840,Q10537
Q877488,Q1206
Q30503889,Q1208
Q15979,Q32064482
Q30723896,Q2795
Q533166,Q10504
Q30720202,Q636227
Q30762285,Q32055994
Q872937,Q1199
Q32095501,Q1208
Q32127957,Q3003
Q1718959,Q4185
Q33380160,Q985
Q23034,Q8564
Q819732,Q5628
Q32750436,Q1198
Q696186,Q31883153
Q31295925,Q2707
Q30500422,Q1208
Q22471,Q8552
Q1425975,Q1017
Q1520088,Q567565
Q2350652,Q241450
Q32181842,Q1199
Q31325335,Q10906
Q31564498,Q534634
Q31335618,Q529853
Q31994777,Q631198
Q32096820,Q1194
Q32137255,Q20207
Q162077,Q256012
Q32063132,Q638271
Q49283151,Q1483706
Q827641,Q980
Q2299915,Q31987930
Q32050360,Q1197
Q1520236,Q10921
Q32296672,Q1197
Q27876866,Q14898
Q684636,Q538940
Q801047,Q446857
Q30750286,Q551932
Q572216,Q10921
Q32188788,Q643168
Q643168,Q8608
Q10784,Q32765179
Q31870277,Q1202
Q2456585,Q1194
Q31520905,Q487971
Q32752235,Q985
Q532367,Q32747476
Q4981942,Q502636
Q1965921,Q71108
Q32175245,Q7866
Q1648773,Q32289968
Q1615730,Q225774
Q33460638,Q7882
Q30724554,Q621638
Q502825,Q10454
Q30614649,Q8559
Q19963112,Q31874157
Q31334260,Q550835
Q33441621,Q6337
Q2033131,Q3923
Q31290806,Q32056912
Q30690211,Q1198
Q1427768,Q10414
Q31290053,Q552477
Q33399774,Q985
Q1260064,Q183052
Q31535131,Q556680
Q1551394,Q8602
Q1790957,Q253940
Q66759771,Q32265531
Q1026604,Q968
Q31328344,Q10429
Q2570691,Q5946
Q1625256,Q11120
Q2511942,Q32036528
Q31295601,Q31898557
Q30624535,Q7858
Q35364072,Q980
Q57948,Q6339
Q30721456,Q502401
Q30608492,Q515661
Q1477080,Q621222
Q31455490,Q8562
Q31520173,Q503693
Q503693,Q10474
Q30699820,Q8602
Q30722765,Q8602
Q30501514,Q3900
Q31293456,Q8182
Q1504947,Q32092337
Q32012476,Q1197
Q32060131,Q985
Q49623321,Q1196
Q634979,Q32514039
Q2131710,Q1198
Q31910961,Q1208
Q30505318,Q549187
Q2069078,Q31917795
Q30786233,Q1208
Q1566380,Q11047
Q863651,Q10439
Q30657937,Q387346
Q1236236,Q81753
Q32287744,Q1206
Q31307899,Q552477
Q31346033,Q570286
Q31986908,Q1197
Q32511507,Q1208
Q31336770,Q32276227
Q908248,Q628355
Q31544342,Q622207
Q31359779,Q32233936
Q633995,Q2917
Q31326190,Q694616
Q31291821,Q7884
Q30679796,Q3150
Q32013022,Q1208
Q30665209,Q10921
Q32749172,Q1194
Q1516778,Q10458
Q788829,Q32420925
Q32227247,Q501670
Q501670,Q2905
Q32289352,Q1197
Q15125745,Q31905845
Q2584507,Q502441
Q49278237,Q162845
Q2498621,Q522302
Q31536288,Q57903
Q30651298,Q504474
Q20701,Q2937
Q31540400,Q985
Q31309854,Q10444
Q651407,Q32751387
Q30714075,Q10912
Q30661302,Q31882058
Q31315929,Q8557
Q1019002,Q32440809
Q32512225,Q1196
Q631662,Q3011
Q31325718,Q32109419
Q31880156,Q980
Q15049875,Q503763
Q32012740,Q985
Q880855,Q1196
Q30746720,Q8552
Q30653249,Q32121170
Q507691,Q5897
Q32275282,Q8585
Q518419,Q32596049
Q50871,Q32001070
Q31541695,Q5542
Q22692585,Q572006
Q809162,Q31915999
Q835404,Q32374320
Q316463,Q703001
Q851583,Q1197
Q887167,Q518604
Q31564067,Q7872
Q829186,Q31911451
Q31354309,Q628825
Q31562643,Q10921
Q32134815,Q1196
Q435036,Q32209489
Q49292296,Q656309
Q31333888,Q7862
Q20076,Q32096306
Q31340701,Q649216
Q1407251,Q32138397
Q1795751,Q365
Q31332911,Q558563
Q49290576,Q559157
Q31320002,Q31925610
Q25158415,Q83218
Q15058113,Q6313
Q682843,Q8574
Q32087728,Q638240
Q638240,Q2967
Q31360481,Q32042698
Q32237994,Q1194
Q18616659,Q668316
Q2223775,Q1196
Q634521,Q6081
Q30627875,Q6219
Q54319016,Q492374
Q200763,Q8564
Q35341303,Q1198
Q880528,Q1194
Q30611707,Q10449
Q55336210,Q10424
Q32098077,Q567026
Q635461,Q2970
Q30793418,Q644182
Q324902,Q985
Q819671,Q572448
Q32066052,Q1197
Q702411,Q2758
Q1994081,Q8593
Q30705786,Q567010
Q32537227,Q1198
Q32068594,Q1194
Q703922,Q12444
Q31339913,Q31987878
Q8041013,Q5279
Q24698492,Q10523
Q504208,Q10489
Q31878981,Q446342
Q30505109,Q32067943
Q32750269,Q6064
Q30756269,Q32042679
Q14541314,Q6022
Q672962,Q256547
Q26271375,Q32086408
Q31562262,Q32192982
Q30724182,Q10424
Q10775,Q164458
Q31301157,Q32184521
Q32011383,Q1199
Q32298807,Q673564
Q673564,Q2898
Q33216688,Q1197
Q30695824,Q31996146
Q31357164,Q1208
Q32171070,Q1197
Q688752,Q5014
Q30691102,Q31954870
Q32192812,Q1197
Q1896584,Q550261
Q63256203,Q10444
Q2805739,Q10472
Q30810343,Q260902
Q260902,Q10485
Q32121825,Q1205
Q1269395,Q10757
Q1957863,Q32235643
Q31331875,Q10414
Q31558522,Q10522
Q35798230,Q980
Q49294875,Q297150
Q2392994,Q31888097
Q2542658,Q31888097
Q30627138,Q569661
Q2106170,Q50877
Q31332641,Q187500
Q1430411,Q1200
Q33412087,Q980
Q31524764,Q5946
Q31525469,Q256547
Q2790104,Q12444
Q49290900,Q542576
Q31328945,Q32595323
Q31317625,Q181745
Q2082041,Q32059889
Q316969,Q5628
Q30656930,Q32752702
Q31294072,Q31916765
Q32068373,Q1208
Q35640714,Q672088
Q550767,Q32638364
Q32034253,Q1196
Q705800,Q32578373
Q328815,Q6087
Q1624044,Q402210
Q19259017,Q32066622
Q32182605,Q32182624
Q30094477,Q10439
Q1689557,Q1196
Q31539263,Q10518
Q564520,Q446857
Q31534100,Q10402
Q1987860,Q11043
Q31984276,Q551833
Q1234954,Q10976
Q1403598,Q32753443
Q184162,Q32255425
Q31513725,Q10518
Q1750608,Q10537
Q257972,Q2066
Q30729975,Q8602
Q30701424,Q3912
Q389752,Q8225
Q30650683,Q1197
Q33415906,Q985
Q2409053,Q503273
Q169852,Q2904
Q160775,Q93283
Q31304588,Q8585
Q10712,Q164458
Q1296043,Q10449
Q31320933,Q32121170
Q1548461,Q1206
Q32050986,Q1200
Q33155908,Q980
Q637352,Q7878
Q436475,Q520075
Q20180069,Q32122863
Q30810821,Q6041
Q31547502,Q57857
Q30769771,Q10465
Q32052737,Q1199
Q32568916,Q1197
Q30641989,Q498078
Q32178459,Q45925
Q30656423,Q658501
Q31317278,Q18998
Q1464260,Q32041909
Q1599773,Q32753806
Q30720665,Q8596
Q32040130,Q1196
Q32174865,Q1208
Q54824110,Q256518
Q323265,Q1196
Q32751189,Q1198
Q33382013,Q1202
Q30659679,Q32760839
Q32468926,Q1199
Q39695741,Q1202
Q1356836,Q10893
Q31898581,Q651119
Q832411,Q200076
Q31333566,Q165501
Q1312718,Q32613236
Q31289995,Q1200
Q31298099,Q32143329
Q33405656,Q1194
Q32512612,Q1208
Q31331083,Q32038422
Q49292450,Q253498
Q30501254,Q32753806
Q74823322,Q529310
Q1631534,Q10462
Q31318979,Q551940
Q30706586,Q32062940
Q30815267,Q137593
Q32012507,Q1202
Q1591059,Q6696
Q654221,Q8569
Q700538,Q538940
Q206174,Q16045
Q21203537,Q10412
Q32065851,Q980
Q2009302,Q57955
Q850988,Q552624
Q64138950,Q3949
Q2568458,Q504754
Q34919704,Q1194
Q31321193,Q32701724
Q31346047,Q5978
Q1981092,Q15474520
Q32217791,Q8601
Q1496724,Q1104
Q1281443,Q8191
Q1620478,Q31955358
Q32137769,Q1208
Q30653585,Q1198
Q31316715,Q17120
Q32056169,Q1202
Q33384918,Q1197
Q1315872,Q182753
Q18287114,Q684029
Q560882,Q2941
Q31329675,Q31981606
Q1919105,Q384264
Q32025801,Q127043
Q31326404,Q624122
Q31289777,Q10414
Q31314837,Q31899697
Q28078071,Q1202
Q31336494,Q10921
Q33402871,Q1197
Q33514370,Q10401
Q32095551,Q1196
Q871952,Q10402
Q1604961,Q32753775
Q33358023,Q1206
Q1997895,Q1197
Q31302313,Q582023
Q32058723,Q1208
Q160650,Q93250
Q30792819,Q32752917
Q31286925,Q622215
Q31317737,Q638318
Q30792673,Q59564401
Q31301433,Q16003
Q31541906,Q1197
Q32094165,Q678845
Q12809655,Q2765
Q32276482,Q621245
Q31546505,Q57842
Q32243269,Q165160
Q21582234,Q10528
Q30751795,Q10423
Q31567068,Q32100720
Q1397113,Q10526
Q32012412,Q1206
Q32225891,Q1208
Q1402358,Q662505
Q32065459,Q980
Q808319,Q1206
Q1627335,Q559689
Q1158603,Q3942
Q833733,Q554720
Q1535114,Q1197
Q32293501,Q985
Q49292482,Q32752917
Q161385,Q36
Q30715755,Q622085
Q31301367,Q1208
Q33415546,Q1208
Q49281420,Q654172
Q1669128,Q384264
Q2541476,Q596662
Q33380818,Q985
Q32063656,Q980
Q30750620,Q672020
Q672020,Q2876
Q31359087,Q503682
Q2339691,Q31896551
Q1595183,Q658755
Q30742244,Q32569184
Q2239565,Q31916883
Q32292596,Q1198
Q30633039,Q985
Q31288978,Q32002841
Q1164419,Q11049
Q19297530,Q262147
Q2592387,Q2107
Q437320,Q32063077
Q89820404,Q6040
Q30502937,Q1202
Q31354506,Q10528
Q30663455,Q516448
Q32171620,Q1198
Q828901,Q985
Q31332808,Q8596
Q1248469,Q12444
Q32011362,Q1202
Q63828844,Q158095
Q30686115,Q537196
Q1434573,Q31987624
Q32055758,Q980
Q31319093,Q10898
Q32000610,Q1794
Q2570877,Q32139010
Q31310062,Q7911
Q31525972,Q980
Q405149,Q32018553
Q32067835,Q1196
Q30812575,Q1206
Q32236665,Q505578
Q31556479,Q10402
Q32752684,Q1205
Q27918393,Q10544
Q32007160,Q980
Q555878,Q479552
Q83190,Q31897941
Q1815152,Q570334
Q30786496,Q32118935
Q32050941,Q564492
Q31358533,Q10431
Q560185,Q1196
Q877993,Q703001
Q21040961,Q10420
Q31877376,Q8601
Q31566320,Q519729
Q31336593,Q1208
Q1378940,Q10402
Q15824620,Q10562
Q31358700,Q10528
Q32054363,Q1208
Q22117407,Q32386154
Q281339,Q1794
Q31918397,Q1197
Q31921074,Q985
Q31289762,Q570085
Q31445557,Q1200
Q55586409,Q11301
Q32056715,Q7871
Q28053529,Q2898
Q30657110,Q559010
Q31329554,Q32751737
Q2133540,Q4077
Q564324,Q183
Q1344332,Q33723682
Q32068318,Q20310
Q314047,Q32067882
Q31294454,Q647309
Q647309,Q6040
Q8553153,Q567173
Q567173,Q8575
Q30697429,Q8551
Q32055504,Q980
Q54824109,Q256518
Q31896362,Q980
Q89894113,Q6087
Q1965975,Q565488
Q2348781,Q564457
Q32012961,Q1199
Q32051864,Q1197
Q33440601,Q32752807
Q31527931,Q46501
Q31307732,Q631184
Q30699609,Q8543
Q18747004,Q10451
Q32749742,Q980
Q697843,Q526337
Q30688008,Q5982
Q20828625,Q164086
Q32273663,Q555648
Q32092209,Q1197
Q1655927,Q622420
Q33378739,Q1199
Q30500545,Q14939
Q31515889,Q10528
Q31906533,Q22966
Q697546,Q532678
Q30771515,Q585065
Q1411007,Q980
Q31916986,Q985
Q28517026,Q32021787
Q1282173,Q32236224
Q30627182,Q1208
Q1304658,Q3943
Q30621613,Q8575
Q32129410,Q10414
Q22691265,Q1200
Q31314611,Q652660
Q15278366,Q32722322
Q49290283,Q596617
Q21921551,Q10434
Q32057339,Q565841
Q699448,Q32092337
Q31530162,Q491396
Q33399788,Q985
Q33371638,Q1208
Q30688981,Q614964
Q614964,Q8572
Q33453170,Q521630
Q31886942,Q985
Q30500412,Q242098
Q32198445,Q1197
Q643111,Q8562
Q31301668,Q10528
Q1816286,Q5645
Q30617594,Q6022
Q31302552,Q382481
Q31880992,Q1200
Q30719223,Q31943262
Q32021139,Q164086
Q1019622,Q314539
Q61615,Q32055885
Q49292252,Q10541
Q31313251,Q32721544
Q628399,Q7914
Q30792618,Q7866
Q32012053,Q1198
Q30649971,Q2107
Q30596664,Q473107
Q31289815,Q8596
Q1432753,Q183
Q131951,Q93258
Q32064011,Q490670
Q2011454,Q303753
Q1974366,Q3750
Q33388070,Q1208
Q697611,Q635001
Q2320321,Q2843
Q538413,Q32750931
Q31906847,Q1208
Q31526359,Q985
Q32229949,Q629483
Q32749638,Q985
Q646482,Q31883153
Q30789251,Q627073
Q33375558,Q1197
Q29321251,Q1208
Q30620594,Q241761
Q31353261,Q32067931
Q268734,Q31887745
Q15856848,Q3822
Q31290429,Q573945
Q31943639,Q662717
Q662717,Q2967
Q32547122,Q8203
Q319005,Q1197
Q49292588,Q528980
Q31558853,Q10526
Q1259208,Q706897
Q19720936,Q6308
Q2013620,Q10439
Q30665448,Q588575
Q30804622,Q8572
Q30686498,Q1468
Q30807934,Q1208
Q31290907,Q31881321
Q31881321,Q2902
Q1433981,Q32624962
Q31301943,Q980
Q31353273,Q628667
Q30770940,Q628498
Q881706,Q10537
Q49282765,Q551932
Q2379805,Q985
Q18340492,Q32761171
Q1501599,Q31945089
Q2139034,Q5628
Q30695672,Q10454
Q1528506,Q10424
Q32752331,Q1200
Q15806151,Q32059805
Q31881086,Q1197
Q683212,Q32475581
Q1378677,Q2758
Q30604740,Q10421
Q884645,Q32084375
Q1345981,Q10449
Q32053819,Q1206
Q32179836,Q980
Q75699293,Q559913
Q2497437,Q10491
Q23561032,Q10427
Q32276910,Q1194
Q129309,Q529185
Q25393173,Q509320
Q566438,Q8580
Q31308264,Q505665
Q31944025,Q1197
Q35408150,Q1205
Q702132,Q526337
Q1249651,Q10405
Q820673,Q5645
Q30684301,Q32008606
Q694915,Q31908610
Q32068015,Q1787946
Q1787946,Q2905
Q82304,Q32752190
Q33408385,Q1198
Q1366355,Q32095374
Q31526391,Q503752
Q32236646,Q1196
Q1526244,Q503079
Q30651657,Q8596
Q523975,Q32385675
Q32006067,Q1205
Q75699773,Q559913
Q49628625,Q1194
Q1331914,Q556702
Q1020098,Q648358
Q1563877,Q1197
Q49293229,Q629226
Q629226,Q7862
Q32010006,Q980
Q31302764,Q492503
Q31327269,Q263974
Q33359500,Q1197
Q1533570,Q518078
Q32220194,Q8583
Q164943,Q529853
Q1926174,Q645231
Q30664239,Q980
Q10770526,Q32517689
Q2285913,Q32758857
Q53887,Q459261
Q30758011,Q32595323
Q32036431,Q1197
Q1289227,Q633608
Q1334203,Q6018
Q30510708,Q32112511
Q32033351,Q1196
Q32084481,Q1206
Q31299013,Q690531
Q525001,Q7899
Q1271698,Q5946
Q1402877,Q31939757
Q30598851,Q1197
Q307050,Q32067887
Q35460736,Q1199
Q89825449,Q6040
Q35377235,Q980
Q30784104,Q10444
Q30803951,Q200528
Q30655437,Q648358
Q24290062,Q1199
Q30787215,Q534670
Q33380691,Q1197
Q1660001,Q32091799
Q32055412,Q8585
Q31306425,Q32055572
Q49288186,Q629491
Q31327634,Q690721
Q32752074,Q1202
Q2024532,Q1295
Q11698913,Q32018553
Q631230,Q32273521
Q32516902,Q1198
Q32754886,Q1194
Q8039276,Q2107
Q696261,Q32005501
Q32133746,Q10442
Q32135805,Q980
Q315389,Q32072251
Q31351779,Q1200
Q31333971,Q183345
Q32066371,Q32066372
Q2282553,Q11050
Q31883835,Q1202
Q15052123,Q504553
Q1457709,Q31942767
Q906179,Q1198
Q32013498,Q1196
Q31289955,Q542892
Q31565239,Q630521
Q800409,Q10557
Q2166339,Q32518229
Q31289821,Q631957
Q31995749,Q985
Q31300300,Q634132
Q32051547,Q451332
Q1686796,Q3150
Q701419,Q32470582
Q1221236,Q537268
Q1980695,Q1196
Q229696,Q6961
Q31917261,Q985
Q47526946,Q32057802
Q199283,Q3000
Q1668177,Q1202
Q1735096,Q32565661
Q2163933,Q202377
Q21039875,Q245542
Q31308605,Q10427
Q706323,Q32064579
Q31563440,Q199094
Q1224301,Q11045
Q158732,Q32092226
Q634120,Q7911
Q1428335,Q8574
Q2309990,Q658603
Q31538055,Q506278
Q33507098,Q701011
Q31983868,Q1199
Q1785480,Q11049
Q260769,Q7864
Q30602038,Q552550
Q552550,Q2947
Q21873214,Q40
Q819466,Q93240
Q688246,Q706291
Q30650860,Q8602
Q30678168,Q263773
Q31289397,Q93250
Q479401,Q3011
Q2678141,Q31949594
Q32014147,Q1200
Q2233756,Q627258
Q31312599,Q10449
Q49628581,Q1197
Q30653176,Q6041
Q31987908,Q542861
Q1584347,Q565488
Q834685,Q32750494
Q32218891,Q1208
Q675015,Q163012
Q32012801,Q1200
Q32473892,Q1199
Q31299566,Q32100720
Q31556579,Q980
Q1465502,Q3834
Q570295,Q255235
Q30772263,Q524443
Q31334884,Q32595912
Q25622055,Q508054
Q30601322,Q6092
Q32035427,Q1197
Q642764,Q2917
Q32064103,Q558787
Q863488,Q980
Q30736217,Q1208
Q33396096,Q985
Q31297402,Q6755
Q2177362,Q32124390
Q2245818,Q57908
Q30709468,Q573599
Q31296106,Q502100
Q32752073,Q1197
Q31310926,Q168646
Q925025,Q1200
Q32243278,Q32066026
Q31351628,Q32753285
Q30797917,Q6308
Q31997226,Q504596
Q30640885,Q8583
Q31537755,Q564605
Q700510,Q5014
Q32245766,Q632363
Q1499931,Q503671
Q30685843,Q507625
Q1494979,Q1206
Q32252698,Q529488
Q32257359,Q10493
Q33418606,Q1197
Q949240,Q32092337
Q31330592,Q31916883
Q28945876,Q33729223
Q2174694,Q32132804
Q540660,Q31901607
Q31901607,Q8221
Q41575969,Q700707
Q31338029,Q451378
Q30741714,Q32753806
Q32728135,Q1208
Q32013644,Q1202
Q35530994,Q1200
Q31455530,Q10408
Q32110642,Q1201
Q42172927,Q10449
Q1548325,Q153969
Q30674187,Q603658
Q74823106,Q529310
Q33507554,Q32751440
Q871155,Q1197
Q33402352,Q985
Q30693621,Q334658
Q1320495,Q660201
Q31909269,Q1202
Q894922,Q1194
Q31320796,Q8552
Q31985331,Q980
Q30713290,Q10420
Q32213423,Q1194
Q31306278,Q634208
Q706249,Q1528282
Q31353302,Q628528
Q33376586,Q1202
Q691821,Q2905
Q30749845,Q10890
Q31326887,Q53908
Q32181008,Q531730
Q556157,Q3011
Q1941649,Q502512
Q461602,Q32747857
Q32065383,Q980
Q2152395,Q57881
Q1989144,Q200326
Q31313390,Q31897824
Q25158498,Q257859
Q30773686,Q32565590
Q2520280,Q10432
Q32068589,Q1208
Q1819509,Q10454
Q32053323,Q32053326
Q1469327,Q255235
Q31910299,Q1198
Q35333860,Q985
Q32224552,Q10429
Q32141227,Q8585
Q32014813,Q10541
Q665062,Q5907
Q30633016,Q32753806
Q32012844,Q1205
Q526007,Q1552694
Q33528150,Q33729074
Q31319625,Q1326264
Q32227607,Q1205
Q30656057,Q10412
Q566961,Q8559
Q31291579,Q49431
Q30724527,Q10893
Q922214,Q1196
Q30719057,Q10442
Q32753261,Q10444
Q81210,Q32741889
Q32214340,Q517086
Q31327888,Q7871
Q30815647,Q124789
Q32085508,Q1197
Q1413103,Q10436
Q44291935,Q200602
Q30812722,Q539693
Q16292537,Q3893
Q691434,Q32750931
Q49816690,Q985
Q31904266,Q635477
Q546393,Q7166
Q774334,Q980
Q31534682,Q57885
Q32485624,Q1198
Q2106639,Q8562
Q1796862,Q1194
Q31952907,Q1200
Q33417753,Q1194
Q1416010,Q32244302
Q30707939,Q4149
Q32752723,Q1205
Q450665,Q11050
Q31881542,Q568703
Q30697396,Q638667
Q1250697,Q1295
Q56396136,Q1197
Q33224504,Q32741874
Q34820040,Q985
Q32000064,Q10461
Q32511168,Q980
Q49283370,Q526136
Q32751191,Q1198
Q31543672,Q10952
Q31337506,Q498036
Q32234356,Q1196
Q31307481,Q502642
Q31566597,Q32060380
Q1430252,Q64
Q21996594,Q10518
Q31975253,Q691453
Q33397091,Q980
Q32014282,Q1205
Q573647,Q10402
Q2519803,Q10408
Q30511816,Q6219
Q30631284,Q8583
Q1735352,Q269010
Q30620057,Q1199
Q30724212,Q569676
Q31544658,Q8552
Q76852821,Q46009
Q32027699,Q10440
Q565950,Q5932
Q1643935,Q624176
Q35277761,Q980
Q32262808,Q1197
Q30790526,Q570209
Q31328688,Q1202
Q32111907,Q1197
Q553466,Q32067991
Q160844,Q93285
Q31300159,Q7887
Q30712018,Q621847
Q31309866,Q516462
Q32199819,Q980
Q269174,Q32764495
Q702566,Q1202
Q30706620,Q32194890
Q90681270,Q6040
Q71025,Q32676875
Q32012464,Q1199
Q16831858,Q32023505
Q505558,Q5897
Q30645388,Q3959
Q2441,Q612992
Q1743420,Q4165
Q2019396,Q32263882
Q49293092,Q8608
Q32059521,Q980
Q30719856,Q703001
Q1263870,Q32062402
Q1876058,Q32276210
Q31321965,Q632739
Q689083,Q7864
Q30737891,Q31917305
Q2587718,Q1196
Q28939645,Q530225
Q1589205,Q539801
Q32512464,Q688706
Q32026008,Q1196
Q31355245,Q7906
Q30654258,Q1199
Q32060769,Q640176
Q30505354,Q8575
Q75699313,Q559913
Q1735839,Q2107
Q31554463,Q31916512
Q28790777,Q14954
Q32065736,Q1196
Q31910128,Q187636
Q31306313,Q659018
Q562356,Q1197
Q31291941,Q10530
Q34820382,Q985
Q31910363,Q502621
Q565990,Q7884
Q31532892,Q10485
Q2729570,Q57006
Q31339897,Q7879
Q33326586,Q46995077
Q30685608,Q6022
Q2546990,Q10427
Q31315459,Q10950
Q33393466,Q985
Q31298645,Q671375
Q2431770,Q2947
Q1702884,Q10454
Q320349,Q980
Q31309841,Q10439
Q31536415,Q57731
Q1804972,Q31920091
Q30814272,Q552523
Q30687126,Q7861
Q49293006,Q608034
Q49287096,Q651284
Q651284,Q8580
Q30600926,Q667261
Q667261,Q2967
Q55862873,Q1199
Q32057516,Q201065
Q333592,Q253185
Q152974,Q971198
Q31873162,Q980
Q1239269,Q32753447
Q30641881,Q627725
Q31316202,Q6696
Q31540103,Q256547
Q946164,Q32063119
Q49292773,Q528864
Q32750743,Q1194
Q34933247,Q1208
Q1947025,Q32060380
Q25676116,Q10528
Q1250602,Q1295
Q30725648,Q634819
Q1235698,Q1200
Q33224314,Q10526
Q1784886,Q3126
Q31352794,Q622164
Q23559858,Q31944486
Q1499068,Q3167
Q49282869,Q632136
Q632136,Q2967
Q568528,Q1795003
Q503703,Q8593
Q30747787,Q122753
Q31319413,Q627420
Q524638,Q10402
Q227272,Q57776
Q30753886,Q550835
Q1388969,Q549971
Q31952382,Q1196
Q1408393,Q32072251
Q33408665,Q1196
Q2342048,Q200783
Q32190070,Q610911
Q610911,Q8585
Q31356647,Q10447
Q1603337,Q10528
Q31315208,Q10420
Q18619895,Q574761
Q32089051,Q1200
Q32013190,Q1196
Q498521,Q32525452
Q30507043,Q519974
Q32751181,Q980
Q20898048,Q501683
Q31361127,Q31899697
Q35422017,Q1208
Q1234887,Q505665
Q31317194,Q10459
